flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,mean_parse_tree_depth,max_parse_tree_depth,mean_ents_per_sentence,total_ents,total_chars,total_words,chars_per_word,total_sentences,words_per_sentence,nonstop_word_count,nonstop_char_count,nonstop_token_proportion,not_dale_chall_count,syllable_count,polysyllable_count,nonspace_char_count,adj,adp,adv,aux,conj,cconj,det,intj,noun,num,part,pron,propn,punct,sconj,sym,verb,x,space,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space
72.5,9.2,9.1,8.19,11.2,7.27,26,10.4,11.5,9.0,1.2324324324324325,9,0.42857142857142855,3,912,166,5.493975903614458,7,23.714285714285715,1.4915254237288136,9.152542372881356,0.4835164835164835,26,211,4,747,21,26,6,8,0,7,35,0,36,3,1,6,1,18,2,0,16,0,1,2.62,3.25,0.75,1.0,0.0,0.88,4.38,0.0,4.5,0.38,0.12,0.75,0.12,1.38,0.25,0.0,2.0,0.0,0.75
67.62,11.2,11.0,9.64,14.5,7.81,25,14.25,14.02,15.0,1.0301204819277108,7,0.4,2,820,144,5.694444444444445,5,28.8,1.76,10.52,0.5301204819277109,20,186,8,676,18,19,8,4,0,11,19,0,37,1,2,10,0,21,2,0,14,0,0,3.0,3.17,1.33,0.67,0.0,1.83,3.17,0.0,6.17,0.17,0.33,1.67,0.0,2.67,0.33,0.0,2.33,0.0,0.83
56.66,10.4,15.2,9.01,19.4,7.59,25,27.5,17.05,10.0,0.9826086956521739,8,2.4,12,1106,197,5.614213197969543,6,32.833333333333336,1.671641791044776,10.149253731343284,0.5,31,238,4,910,9,26,10,8,0,7,30,0,37,3,4,11,17,30,4,0,32,0,0,1.5,4.33,1.67,1.33,0.0,1.17,5.0,0.0,6.17,0.5,0.67,1.83,2.83,4.5,0.67,0.0,5.33,0.0,0.83
62.69,8.8,15.0,7.27,19.2,7.13,15,17.333333333333332,17.28,8.0,0.9896907216494846,7,1.2,6,880,168,5.238095238095238,8,21.0,1.6724137931034482,8.96551724137931,0.49743589743589745,14,193,4,712,19,13,11,13,0,10,25,0,24,1,5,11,9,27,6,0,21,0,3,2.11,1.44,1.22,1.44,0.0,1.11,2.78,0.0,2.67,0.11,0.56,1.22,1.0,2.11,0.67,0.0,2.33,0.0,0.78
59.87,12.0,11.9,8.71,13.8,6.71,21,14.5,14.08,12.0,1.11864406779661,11,1.5714285714285714,11,1099,193,5.694300518134715,8,24.125,1.9491525423728813,11.542372881355933,0.5291479820627802,26,253,12,907,13,22,16,9,0,6,24,0,34,3,3,19,15,34,8,0,30,0,1,1.62,2.75,1.88,1.12,0.0,0.75,3.0,0.0,4.25,0.38,0.38,2.38,2.0,3.38,1.0,0.0,3.75,0.0,0.88
69.04,9.6,10.4,7.67,12.5,6.97,24,13.0,12.21,13.0,1.330232558139535,10,3.142857142857143,22,1029,188,5.473404255319149,7,26.857142857142858,1.7121212121212122,10.090909090909092,0.5380952380952381,23,237,8,842,10,26,10,6,0,13,27,0,50,22,2,4,6,24,3,0,13,0,1,1.25,3.25,1.12,0.75,0.0,1.62,3.38,0.0,6.38,2.75,0.25,0.5,0.75,2.12,0.38,0.0,1.62,0.0,0.75
70.87,8.0,9.7,6.04,10.8,6.23,15,10.6,11.36,11.0,1.0044247787610618,9,0.625,5,936,180,5.2,17,10.588235294117647,1.3513513513513513,6.756756756756757,0.4469026548672566,13,214,4,757,8,21,10,14,0,8,23,0,40,1,4,19,0,46,5,0,27,0,4,1.0,2.62,1.25,1.75,0.0,1.0,2.88,0.0,5.0,0.12,0.5,2.38,0.0,4.88,0.62,0.0,3.38,0.0,0.88
84.88,7.3,4.4,5.26,4.1,5.96,22,4.888888888888889,6.12,5.0,0.9267241379310345,7,0.125,2,1048,200,5.24,17,11.764705882352942,1.3424657534246576,7.273972602739726,0.42424242424242425,25,243,7,848,9,17,14,23,0,4,27,1,33,1,4,31,4,31,9,0,25,0,5,0.56,1.06,0.88,1.44,0.0,0.25,1.69,0.06,2.12,0.06,0.25,1.94,0.19,1.06,0.56,0.0,1.56,0.0,0.81
94.66,6.1,2.7,4.09,3.0,5.57,14,3.25,5.22,3.0,1.0520833333333333,8,0.5333333333333333,8,815,157,5.191082802547771,29,5.413793103448276,1.4444444444444444,7.396825396825397,0.48148148148148145,27,184,3,659,10,23,6,3,0,2,31,0,37,1,3,10,10,34,2,0,19,0,4,0.38,0.88,0.23,0.12,0.0,0.08,1.19,0.0,1.35,0.04,0.12,0.38,0.46,0.65,0.08,0.0,0.73,0.0,0.69
75.95,9.5,7.8,6.56,8.5,6.57,20,13.75,10.18,7.0,1.031413612565445,9,0.5,4,870,165,5.2727272727272725,9,18.333333333333332,1.3166666666666667,7.416666666666667,0.41578947368421054,23,204,8,707,6,23,7,10,0,7,22,0,35,0,6,20,4,25,5,0,20,0,0,0.6,2.3,0.7,1.0,0.0,0.7,2.2,0.0,3.5,0.0,0.6,2.0,0.4,1.7,0.5,0.0,2.0,0.0,0.9
77.5,8.0,9.3,5.98,11.5,6.48,18,17.0,11.79,12.0,1.1784232365145229,11,0.8571428571428571,6,1003,193,5.196891191709844,11,17.545454545454547,1.7058823529411764,8.544117647058824,0.4793388429752066,20,227,3,811,19,21,15,8,0,13,23,0,33,1,4,21,8,45,3,0,28,0,3,1.73,1.91,1.36,0.73,0.0,1.18,2.09,0.0,3.0,0.09,0.36,1.91,0.73,3.18,0.27,0.0,2.55,0.0,0.82
82.88,8.5,7.2,4.99,8.0,1.57,6,10.6,9.44,8.0,1.416289592760181,10,0.1111111111111111,1,985,198,4.974747474747475,9,22.0,1.4057971014492754,7.3478260869565215,0.44545454545454544,5,227,6,788,20,22,11,14,0,12,31,0,35,1,3,21,0,23,6,0,23,0,1,2.0,2.2,1.1,1.4,0.0,1.2,3.1,0.0,3.5,0.1,0.3,2.1,0.0,1.4,0.6,0.0,2.3,0.0,0.8
89.89,6.7,4.5,3.88,4.2,5.33,9,5.625,7.13,5.0,1.3705882352941177,10,0.3,3,740,152,4.868421052631579,10,15.2,1.4339622641509433,7.264150943396227,0.4470588235294118,10,177,3,588,9,19,8,13,0,0,21,0,27,0,7,20,3,16,7,0,20,0,0,0.8,1.9,0.9,1.3,0.0,0.0,2.1,0.0,2.7,0.0,0.7,2.0,0.3,0.7,0.7,0.0,2.0,0.0,0.9
71.62,7.2,11.5,6.22,14.3,6.16,11,12.5,13.88,7.0,0.8771186440677966,10,0.875,7,1024,199,5.1457286432160805,10,19.9,1.7230769230769232,8.846153846153847,0.47058823529411764,14,225,3,825,15,16,17,17,0,9,23,1,26,2,11,23,7,36,7,0,28,0,2,1.36,1.45,1.55,1.55,0.0,0.82,2.09,0.09,2.36,0.18,1.0,2.09,0.64,2.36,0.64,0.0,2.55,0.0,0.73
57.07,10.4,15.0,9.01,19.8,7.35,22,13.75,17.11,10.0,0.9063829787234042,7,2.125,17,1104,196,5.63265306122449,14,14.0,1.7222222222222223,9.5,0.5276595744680851,26,236,3,908,4,21,22,10,0,7,30,0,21,1,5,15,24,35,6,0,34,0,7,0.36,1.91,2.0,0.91,0.0,0.64,2.73,0.0,1.91,0.09,0.45,1.36,2.18,2.27,0.55,0.0,3.09,0.0,0.91
76.35,8.5,7.6,7.43,9.2,6.2,18,13.75,9.18,9.0,1.0138248847926268,7,0.6,6,987,176,5.607954545454546,11,16.0,1.7049180327868851,10.01639344262295,0.5048543689320388,21,223,7,812,12,16,17,9,0,12,17,0,31,1,8,21,5,32,4,0,33,0,3,1.0,1.33,1.33,0.75,0.0,1.0,1.42,0.0,2.58,0.08,0.67,1.75,0.5,1.75,0.33,0.0,2.75,0.0,0.83
76.86,8.5,7.4,6.21,8.3,5.98,17,11.4,9.1,9.0,1.2962962962962963,15,0.6363636363636364,7,1042,195,5.343589743589743,17,11.470588235294118,1.7605633802816902,8.887323943661972,0.5185185185185185,17,237,8,848,17,26,8,12,0,7,26,0,34,2,8,31,6,39,0,0,28,0,2,1.0,1.53,0.47,0.71,0.0,0.41,1.53,0.0,2.06,0.12,0.47,1.82,0.35,1.47,0.0,0.0,1.65,0.0,0.71
66.71,8.3,11.3,8.54,14.1,6.8,19,13.0,12.55,9.0,1.1435406698564594,13,0.5,3,983,178,5.522471910112359,6,29.666666666666668,1.819672131147541,10.147540983606557,0.5333333333333333,12,214,3,806,19,14,11,8,0,12,21,2,28,3,5,18,0,31,3,0,35,0,3,2.71,2.0,1.57,1.14,0.0,1.71,3.0,0.29,4.0,0.43,0.71,2.57,0.0,3.57,0.43,0.0,5.0,0.0,0.71
82.99,7.2,7.2,6.21,8.9,5.71,11,12.75,9.48,6.0,0.9198113207547169,6,0.8571428571428571,6,923,174,5.304597701149425,9,19.333333333333332,1.5901639344262295,8.426229508196721,0.46411483253588515,9,195,1,749,12,15,18,8,0,13,26,0,32,0,3,13,0,36,5,0,32,0,5,1.2,1.6,1.7,0.8,0.0,1.3,2.6,0.0,3.2,0.0,0.3,1.3,0.0,2.7,0.5,0.0,3.2,0.0,0.8
69.96,10.5,10.1,7.55,12.0,6.24,13,13.5,12.11,11.0,1.3174603174603174,11,1.0,6,855,153,5.588235294117647,8,19.125,1.4074074074074074,8.851851851851851,0.4342857142857143,26,196,10,703,16,18,16,8,0,10,26,0,26,0,1,9,9,28,5,0,15,0,1,1.78,1.89,1.89,0.89,0.0,1.11,2.89,0.0,2.89,0.0,0.11,1.0,1.0,2.56,0.56,0.0,1.67,0.0,0.78
53.85,13.8,12.1,10.97,14.4,9.01,40,12.2,14.96,14.0,1.2819148936170213,13,0.0,0,927,153,6.0588235294117645,6,25.5,1.5172413793103448,10.224137931034482,0.4782608695652174,43,225,18,774,13,19,6,6,0,13,19,0,43,0,7,7,0,31,6,0,18,0,3,2.0,3.17,1.0,1.0,0.0,2.17,3.17,0.0,7.17,0.0,1.17,1.17,0.0,4.33,1.0,0.0,3.17,0.0,0.83
70.63,9.1,7.8,9.16,9.4,6.94,27,7.428571428571429,8.83,9.0,1.3284313725490196,9,2.9,29,1011,175,5.777142857142858,11,15.909090909090908,1.703125,10.328125,0.5369458128078818,35,230,9,841,5,28,6,8,0,11,18,0,41,8,3,6,30,26,0,0,13,0,3,0.42,2.33,0.5,0.67,0.0,0.92,1.5,0.0,3.42,0.67,0.25,0.5,2.5,1.42,0.0,0.0,1.08,0.0,0.83
41.97,18.0,16.7,10.34,19.3,8.53,36,22.0,20.09,17.0,1.5808080808080809,11,1.2,6,1069,187,5.716577540106952,5,37.4,1.4761904761904763,9.88888888888889,0.46733668341708545,39,279,29,883,21,29,7,9,0,3,23,0,36,4,8,15,0,12,7,0,25,0,0,3.5,4.83,1.17,1.5,0.0,0.5,3.83,0.0,6.0,0.67,1.33,2.5,0.0,1.17,1.17,0.0,4.17,0.0,0.67
54.86,13.6,11.7,11.49,14.2,8.6,35,15.5,14.74,12.0,1.606936416184971,12,4.166666666666667,25,900,148,6.081081081081081,6,24.666666666666668,1.540983606557377,10.0,0.5433526011560693,47,205,16,752,7,22,5,4,0,11,18,0,36,0,1,0,31,25,2,0,11,0,0,1.0,3.14,0.71,0.57,0.0,1.57,2.57,0.0,5.0,0.0,0.14,0.0,4.57,2.71,0.29,0.0,1.57,0.0,0.86
77.71,5.5,9.2,6.62,11.6,6.63,17,17.0,11.13,7.0,1.1329787234042554,8,0.6,3,851,163,5.220858895705521,6,27.166666666666668,1.423728813559322,7.084745762711864,0.4444444444444444,18,185,1,688,12,18,8,5,0,14,38,0,29,1,3,13,3,24,1,0,20,0,1,1.71,2.57,1.14,0.71,0.0,2.0,5.43,0.0,4.43,0.14,0.43,1.86,0.14,2.57,0.14,0.0,2.86,0.0,0.71
51.18,14.0,11.1,10.33,11.3,7.89,33,13.6,13.25,14.0,1.2311827956989247,11,0.125,1,945,159,5.943396226415095,8,19.875,1.4745762711864407,10.05084745762712,0.4702702702702703,32,244,25,787,13,18,13,6,0,5,26,0,30,0,7,16,1,26,4,0,22,0,0,1.44,2.0,1.44,0.67,0.0,0.56,2.89,0.0,3.33,0.0,0.78,1.78,0.11,2.0,0.44,0.0,2.44,0.0,0.78
87.96,6.7,5.2,7.02,7.5,5.96,16,7.666666666666666,7.31,8.0,1.0940594059405941,7,1.5,15,922,170,5.423529411764706,11,15.454545454545455,1.7666666666666666,9.816666666666666,0.5380710659898477,12,199,4,753,15,26,6,6,0,3,31,0,40,8,3,12,5,28,1,0,19,0,1,1.25,2.17,0.5,0.5,0.0,0.25,2.58,0.0,3.33,0.67,0.25,1.0,0.42,1.42,0.08,0.0,1.58,0.0,0.83
92.02,7.3,3.7,6.13,5.4,5.49,13,6.857142857142857,6.42,7.0,1.0886699507389161,7,0.5384615384615384,7,909,169,5.378698224852071,15,11.266666666666667,1.5483870967741935,8.741935483870968,0.4897959183673469,15,199,3,741,10,23,16,10,0,5,28,0,36,4,5,13,4,27,4,2,17,0,0,0.77,1.77,1.23,0.77,0.0,0.38,2.15,0.0,2.85,0.31,0.38,1.0,0.23,1.15,0.31,0.15,1.31,0.0,0.85
62.72,11.9,10.8,11.09,14.2,8.1,41,18.333333333333332,13.09,11.0,1.619047619047619,14,1.375,11,1203,200,6.015,9,22.22222222222222,1.5333333333333334,10.36,0.5133928571428571,42,278,15,1004,18,28,11,7,0,8,33,1,59,0,3,2,8,28,1,0,25,0,1,2.25,3.5,1.38,0.88,0.0,1.0,4.12,0.12,7.12,0.0,0.38,0.25,1.25,2.62,0.12,0.0,3.12,0.0,0.75
-23.44,0.0,39.8,14.12,50.0,12.58,51,72.0,44.46,13.0,1.7980769230769231,14,7.5,15,1181,186,6.349462365591398,2,93.0,1.4492753623188406,11.072463768115941,0.4830917874396135,63,292,34,996,16,32,7,4,0,10,38,0,40,1,0,2,19,22,5,0,13,0,1,5.33,10.67,2.33,1.33,0.0,3.33,12.67,0.0,13.33,0.33,0.0,0.67,6.33,6.67,1.67,0.0,4.33,0.0,0.33
67.99,10.4,8.8,7.14,8.7,6.44,23,11.6,10.23,9.0,1.5426008968609866,12,0.8,8,1067,199,5.36180904522613,10,19.9,1.408450704225352,8.408450704225352,0.45454545454545453,29,259,12,869,18,29,8,13,0,11,35,0,40,2,4,8,8,23,6,0,19,0,1,1.64,2.64,0.82,1.18,0.0,0.91,3.18,0.0,3.64,0.18,0.36,0.73,0.73,1.18,0.55,0.0,1.73,0.0,0.82
80.21,7.0,6.1,8.35,8.1,6.64,25,5.75,7.23,7.0,0.8851674641148325,8,0.5454545454545454,6,1012,179,5.653631284916201,11,16.272727272727273,1.4,8.557142857142857,0.47115384615384615,31,217,2,834,12,16,15,11,0,14,29,1,47,0,0,5,6,30,2,0,22,0,0,1.18,1.45,1.36,1.0,0.0,1.27,2.64,0.09,4.09,0.0,0.0,0.45,0.64,1.82,0.18,0.0,2.0,0.0,0.82
81.73,8.6,5.6,8.34,7.6,7.06,33,6.25,8.02,8.0,1.1428571428571428,8,0.07692307692307693,1,1090,191,5.706806282722513,13,14.692307692307692,1.5774647887323943,9.746478873239436,0.5283018867924528,33,249,9,900,18,35,9,11,0,7,28,0,56,0,0,5,3,24,2,0,20,0,1,1.29,2.5,0.64,0.79,0.0,0.5,2.0,0.0,3.79,0.0,0.0,0.36,0.43,0.79,0.14,0.0,1.43,0.0,0.86
75.88,9.7,9.9,6.45,12.0,6.8,19,14.0,13.21,10.0,1.3622448979591837,12,0.6,3,889,172,5.1686046511627906,6,28.666666666666668,1.380952380952381,7.714285714285714,0.45077720207253885,21,205,7,717,8,26,6,6,0,8,27,0,40,4,6,10,1,23,5,0,27,0,1,1.14,3.71,0.86,0.86,0.0,1.14,3.86,0.0,5.71,0.57,0.86,1.43,0.14,2.43,0.71,0.0,3.86,0.0,0.71
68.44,10.9,10.7,7.84,13.3,6.31,16,14.0,12.63,11.0,0.8130081300813008,6,0.5,5,1071,192,5.578125,15,12.8,1.7014925373134329,9.835820895522389,0.4978165938864629,20,238,9,880,8,16,20,8,0,13,22,0,21,1,4,34,8,44,9,0,38,0,3,0.62,1.23,1.54,0.62,0.0,1.0,1.69,0.0,1.62,0.08,0.31,2.62,0.62,2.54,0.69,0.0,2.92,0.0,0.85
65.96,10.5,9.5,9.34,11.7,7.51,35,11.4,11.86,12.0,1.0564516129032258,8,1.0,10,1154,194,5.948453608247423,12,16.166666666666668,1.6233766233766234,9.909090909090908,0.5364806866952789,42,257,9,965,17,23,13,9,0,10,26,1,36,3,6,16,11,40,1,0,32,0,3,1.38,1.77,1.0,0.69,0.0,0.77,2.0,0.08,2.62,0.23,0.46,1.23,0.92,2.46,0.08,0.0,2.46,0.0,0.92
33.75,17.1,19.9,12.09,25.1,9.19,38,34.0,22.6,20.0,1.0776255707762556,9,3.4,17,1111,181,6.138121546961326,8,22.625,1.8571428571428572,12.031746031746032,0.5412844036697247,47,259,21,931,14,23,7,7,0,4,31,0,38,1,8,11,20,29,4,0,23,0,3,1.62,2.88,0.88,0.88,0.0,0.5,3.88,0.0,4.75,0.12,1.0,1.38,2.5,2.75,0.62,0.0,2.88,0.0,0.75
74.66,9.7,10.3,7.03,13.3,6.01,10,18.0,12.52,10.0,1.1848341232227488,9,0.8,4,944,178,5.303370786516854,7,25.428571428571427,1.6166666666666667,8.916666666666666,0.48258706467661694,8,216,5,766,12,22,14,9,0,11,28,0,44,0,7,10,6,26,5,0,16,0,2,1.5,2.75,1.75,1.12,0.0,1.38,3.5,0.0,5.62,0.0,0.88,1.25,0.75,2.62,0.62,0.0,2.0,0.0,0.62
83.36,6.5,4.9,7.12,6.5,5.74,17,6.571428571428571,5.97,7.0,0.9336099585062241,9,0.35714285714285715,5,1046,185,5.654054054054054,17,10.882352941176471,1.6619718309859155,9.140845070422536,0.5086206896551724,23,225,4,861,14,20,12,15,0,7,24,1,32,2,9,26,4,43,4,0,27,0,2,0.88,1.25,0.75,0.94,0.0,0.44,1.5,0.06,2.0,0.12,0.56,1.62,0.25,1.88,0.25,0.0,1.69,0.0,0.88
81.83,7.0,5.5,6.14,5.9,5.77,17,5.625,6.55,6.0,1.0755555555555556,9,0.38461538461538464,5,1018,191,5.329842931937173,14,13.642857142857142,1.5774647887323943,8.492957746478874,0.5022421524663677,12,225,3,827,19,16,11,14,0,7,30,0,37,1,6,17,2,32,8,0,25,0,1,1.46,1.23,0.85,1.08,0.0,0.54,2.31,0.0,2.85,0.08,0.46,1.31,0.15,1.54,0.62,0.0,1.92,0.0,0.92
49.08,14.6,14.0,9.47,15.5,8.16,29,15.75,16.11,16.0,1.5611111111111111,12,2.6,13,864,148,5.837837837837838,9,16.444444444444443,1.5689655172413792,9.655172413793103,0.5229885057471264,45,224,21,726,3,28,4,3,0,3,28,0,36,2,6,1,17,21,3,0,20,1,0,0.3,2.8,0.4,0.3,0.0,0.3,2.8,0.0,3.7,0.2,0.6,0.2,1.6,1.6,0.3,0.0,2.0,0.2,0.7
91.71,6.5,3.8,3.18,2.7,5.4,13,6.571428571428571,6.22,7.0,0.9622641509433962,7,0.07142857142857142,1,890,186,4.78494623655914,14,13.285714285714286,1.3636363636363635,6.681818181818182,0.4265402843601896,13,216,4,705,16,14,20,20,0,11,23,0,27,0,9,21,1,25,6,0,20,0,4,1.07,0.93,1.33,1.33,0.0,0.73,1.53,0.0,1.73,0.0,0.6,1.4,0.13,0.73,0.4,0.0,1.33,0.0,0.87
68.13,10.1,10.8,7.26,12.7,6.25,13,18.333333333333332,12.97,13.0,1.094240837696335,9,0.16666666666666666,1,902,170,5.305882352941176,6,28.333333333333332,1.5172413793103448,8.431034482758621,0.4583333333333333,10,208,9,733,12,20,15,9,0,8,21,1,30,0,6,16,1,22,5,0,26,0,0,2.0,3.33,2.5,1.5,0.0,1.33,3.5,0.33,4.83,0.0,1.0,2.67,0.33,2.83,0.67,0.0,4.33,0.0,0.67
61.8,13.0,11.1,9.23,13.2,8.25,33,12.4,14.56,13.0,1.3976608187134503,10,0.6666666666666666,4,881,156,5.647435897435898,7,22.285714285714285,1.4642857142857142,9.535714285714286,0.47953216374269003,38,213,15,726,14,23,10,6,0,6,28,0,32,1,4,6,5,15,4,0,17,0,0,1.75,2.88,1.25,0.75,0.0,0.75,3.5,0.0,4.0,0.12,0.5,0.75,0.62,1.12,0.5,0.0,2.12,0.12,0.62
57.95,11.6,12.6,11.21,16.4,8.49,32,19.333333333333332,14.67,12.0,1.1028571428571428,8,1.8,9,896,149,6.0134228187919465,5,29.8,1.5714285714285714,10.339285714285714,0.5057471264367817,37,198,9,748,15,21,9,2,0,2,30,0,35,1,2,3,8,26,4,0,18,0,1,2.5,3.5,1.5,0.33,0.0,0.33,5.0,0.0,5.67,0.17,0.33,0.5,1.5,3.5,0.67,0.0,3.0,0.0,0.67
67.38,10.5,9.0,7.2,9.1,6.45,21,8.833333333333334,10.86,9.0,1.082191780821918,8,0.3333333333333333,3,1000,184,5.434782608695652,9,20.444444444444443,1.6451612903225807,9.64516129032258,0.4766355140186916,22,236,9,817,20,21,17,15,0,7,22,0,29,2,5,21,5,31,6,0,19,0,0,2.22,2.33,1.89,1.67,0.0,0.78,2.44,0.0,3.22,0.22,0.56,2.33,0.56,2.56,0.67,0.0,2.11,0.0,0.78
63.63,9.2,10.4,8.3,11.5,7.11,28,18.666666666666668,10.99,11.0,1.1853448275862069,13,1.5714285714285714,11,1081,193,5.601036269430052,8,24.125,1.445945945945946,8.878378378378379,0.4672489082969432,31,251,7,888,14,29,9,8,0,8,31,0,43,5,3,14,13,37,0,0,19,0,1,1.67,3.22,1.0,0.89,0.0,0.89,3.44,0.0,4.44,0.56,0.33,1.56,1.67,3.22,0.0,0.0,2.11,0.0,0.78
71.58,10.3,9.5,7.26,10.9,7.14,25,10.4,12.03,10.0,1.1692307692307693,10,0.14285714285714285,1,922,173,5.329479768786127,7,24.714285714285715,1.5087719298245614,8.789473684210526,0.44329896907216493,24,209,9,750,16,22,21,11,0,14,19,0,31,0,2,16,0,22,6,0,16,0,0,2.0,2.75,2.62,1.38,0.0,1.75,2.38,0.0,4.0,0.0,0.25,2.0,0.0,1.88,0.75,0.0,1.88,0.0,0.75
65.66,11.2,9.7,9.41,11.5,7.06,23,11.4,11.76,12.0,1.0898876404494382,9,0.5714285714285714,4,890,156,5.705128205128205,7,22.285714285714285,1.82,11.34,0.5229885057471264,29,210,12,734,16,19,11,5,0,5,22,0,34,1,2,14,3,20,5,0,21,0,1,2.29,2.86,1.43,0.71,0.0,0.71,3.14,0.0,4.86,0.14,0.29,2.0,0.43,2.0,0.71,0.0,3.0,0.0,0.86
65.96,9.6,9.5,9.81,12.0,7.18,24,8.166666666666666,11.16,10.0,1.0982658959537572,7,0.875,7,898,155,5.7935483870967746,8,19.375,1.8269230769230769,11.23076923076923,0.5428571428571428,22,206,7,744,12,20,13,9,0,7,18,0,35,0,1,4,12,20,3,0,21,0,0,1.33,2.22,1.44,1.0,0.0,0.78,2.0,0.0,3.89,0.0,0.11,0.44,1.33,1.33,0.33,0.0,2.33,0.0,0.67
75.44,8.5,8.0,7.31,9.3,6.84,26,12.75,10.12,7.0,1.25,7,0.8888888888888888,8,1018,190,5.3578947368421055,9,21.11111111111111,1.5820895522388059,9.074626865671641,0.5,22,234,7,828,19,27,6,7,0,13,34,0,42,0,3,11,9,23,2,0,20,0,0,1.9,2.7,0.6,0.7,0.0,1.3,3.4,0.0,4.2,0.0,0.3,1.1,0.9,1.4,0.2,0.0,2.0,0.0,0.9
67.62,10.5,11.0,8.31,13.4,6.98,21,14.25,13.37,11.0,1.2244897959183674,12,1.3333333333333333,8,941,173,5.4393063583815024,6,28.833333333333332,1.4736842105263157,9.070175438596491,0.4263959390862944,24,216,8,769,11,20,8,12,0,6,37,0,34,3,3,6,12,24,5,0,16,0,0,1.83,3.33,1.33,2.0,0.0,1.0,6.17,0.0,5.67,0.5,0.5,1.0,2.0,3.17,0.83,0.0,2.67,0.0,0.67
58.96,13.3,12.2,11.33,16.0,8.52,38,12.2,15.51,16.0,1.0253807106598984,7,0.8333333333333334,5,1036,172,6.023255813953488,6,28.666666666666668,1.3880597014925373,9.597014925373134,0.4793814432989691,40,234,15,865,12,30,7,8,0,10,20,0,43,0,1,11,7,24,4,0,21,0,0,1.57,4.29,1.0,1.14,0.0,1.43,2.86,0.0,6.14,0.0,0.14,1.57,1.14,2.57,0.57,0.0,3.0,0.0,0.71
75.64,8.8,7.9,7.31,9.4,6.35,20,7.5,9.85,8.0,1.1493212669683257,8,0.4444444444444444,4,1011,185,5.464864864864865,9,20.555555555555557,1.7096774193548387,9.983870967741936,0.5047619047619047,29,232,7,826,10,25,9,16,0,8,27,0,39,2,6,20,6,26,4,0,22,0,0,1.1,2.5,0.8,1.6,0.0,0.8,2.7,0.0,3.9,0.2,0.6,2.0,0.6,1.8,0.4,0.0,2.2,0.0,0.9
76.86,9.9,7.4,8.53,9.8,6.3,21,14.0,9.5,10.0,1.1810699588477367,9,0.8333333333333334,10,1104,194,5.690721649484536,14,13.857142857142858,1.4415584415584415,8.558441558441558,0.4911504424778761,31,246,10,911,14,24,8,13,0,9,26,1,45,1,4,11,14,40,4,0,28,0,4,1.0,1.85,0.62,1.0,0.0,0.69,2.0,0.08,3.46,0.08,0.31,0.85,1.08,2.15,0.31,0.0,2.23,0.0,1.0
53.55,14.3,12.3,11.38,14.8,9.28,43,13.4,15.78,15.0,1.3448275862068966,11,1.3333333333333333,8,935,156,5.993589743589744,6,26.0,1.5454545454545454,10.981818181818182,0.4941860465116279,46,233,20,779,16,20,9,8,0,4,29,0,29,0,6,4,7,17,4,0,21,0,1,2.29,2.86,1.29,1.14,0.0,0.57,4.14,0.0,4.14,0.0,0.86,0.57,1.0,1.57,0.57,0.0,3.0,0.0,0.86
71.04,9.3,7.6,8.23,8.5,7.09,31,8.5,8.75,9.0,1.5327102803738317,10,1.8333333333333333,22,1051,187,5.620320855614973,13,14.384615384615385,1.7384615384615385,10.6,0.5305164319248826,35,241,8,864,8,31,7,4,0,7,34,0,38,5,1,10,23,28,2,0,17,0,2,0.62,2.38,0.54,0.31,0.0,0.54,2.62,0.0,3.08,0.38,0.08,0.77,1.62,1.23,0.15,0.0,1.31,0.0,0.85
58.21,12.3,10.5,8.12,10.3,7.4,33,13.0,11.67,11.0,1.2476190476190476,11,2.4,24,1062,186,5.709677419354839,10,18.6,1.7121212121212122,10.530303030303031,0.5355450236966824,44,253,15,877,14,25,6,15,0,5,25,0,42,12,5,3,10,22,4,4,20,0,0,1.27,2.27,0.55,1.36,0.0,0.45,2.27,0.0,3.91,1.09,0.45,0.27,0.82,1.09,0.36,0.36,1.82,0.0,0.73
71.48,10.6,9.5,5.4,9.6,6.86,22,10.8,12.06,10.0,1.1256281407035176,6,2.142857142857143,15,873,171,5.105263157894737,10,17.1,1.53125,8.359375,0.5051546391752577,25,209,8,702,5,28,7,9,0,4,24,0,54,16,1,2,0,20,4,4,18,0,1,0.45,2.55,0.64,0.82,0.0,0.36,2.18,0.0,4.91,1.73,0.09,0.18,0.0,1.18,0.36,0.36,1.64,0.0,0.64
40.58,15.6,13.1,12.47,14.0,9.57,61,13.4,15.47,14.0,1.5324074074074074,11,2.5555555555555554,23,1243,190,6.542105263157895,10,19.0,1.8181818181818181,13.393939393939394,0.5660377358490566,71,299,30,1053,20,25,4,8,0,5,31,0,40,9,3,3,21,21,3,0,21,0,0,1.82,2.27,0.36,0.73,0.0,0.45,2.82,0.0,3.73,0.82,0.27,0.27,1.82,1.18,0.27,0.0,1.91,0.0,0.91
