bart,bert,deberta:,electra,roberta,xlnet,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard_cont,text_standard_cat,mean_parse_tree_depth,max_parse_tree_depth,mean_ents_per_sentence,total_ents,total_chars,total_words,chars_per_word,total_sentences,words_per_sentence,nonstop_word_count,nonstop_char_count,nonstop_token_proportion,adj,adp,adv,aux,conj,cconj,det,intj,noun,num,part,pron,propn,punct,sconj,sym,verb,x,space,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space
-0.3227145,-0.38509616,-0.111104384,-0.060566872,-0.60674864,-0.039965957,60.69,11.5,11.6,8.01,12.7,7.11,22,14.25,14.09,12.0,11,1.2259887005649717,13,0.3333333333333333,2,884,164,5.390243902439025,6,27.333333333333332,1.489795918367347,9.46938775510204,0.4101123595505618,16,18,14,18,0,5,19,0,20,0,10,18,0,14,6,0,20,0,1,2.29,2.57,2.0,2.57,0.0,0.71,2.71,0.0,2.86,0.0,1.43,2.57,0.0,1.14,0.86,0.0,2.86,0.0,0.71
-2.761474,-2.4241476,-2.1944683,-2.0372357,-2.2773519,-2.2434826,29.22,16.7,17.5,12.72,19.6,9.0,47,22.0,18.32,18.0,17,1.517391304347826,11,2.5,15,1243,199,6.2462311557788945,12,16.583333333333332,1.7142857142857142,11.971428571428572,0.5286343612334802,11,35,9,9,0,7,28,0,49,1,1,4,13,28,7,0,25,2,1,1.1,3.5,0.9,0.9,0.0,0.7,2.8,0.0,4.9,0.1,0.1,0.5,1.3,2.2,0.7,0.0,2.5,0.2,0.6
-2.0002303,-1.6949413,-1.8164823,-1.5623167,-0.9929223,-1.745394,47.79,13.0,10.3,14.67,12.8,8.69,45,12.166666666666666,12.06,13.0,12,1.2040816326530612,8,0.45454545454545453,5,1121,163,6.877300613496932,11,14.818181818181818,1.85,13.9,0.5721649484536082,19,17,11,13,0,8,17,0,46,3,2,4,5,32,1,0,18,0,4,1.58,1.42,0.92,1.08,0.0,0.67,1.42,0.0,3.75,0.25,0.17,0.33,0.5,1.75,0.08,0.0,1.5,0.0,0.92
-0.8210054,-0.77571684,-0.923717,-0.8622913,-0.7645427,-0.87504995,48.23,14.1,12.2,12.94,14.6,9.02,43,16.75,15.16,15.0,14,1.3,9,0.7142857142857143,5,1008,157,6.420382165605096,7,22.428571428571427,1.5555555555555556,10.777777777777779,0.5444444444444444,11,19,7,16,0,5,14,0,41,2,8,2,7,20,3,1,24,0,2,1.38,2.38,0.88,2.0,0.0,0.62,1.75,0.0,5.12,0.25,1.0,0.25,0.88,1.75,0.38,0.12,3.0,0.0,0.75
-1.3705093,-1.4067721,-1.354724,-1.4764391,-1.6388676,-1.3869027,55.71,13.0,13.5,11.15,17.5,7.98,28,14.75,16.36,14.0,13,2.039325842696629,19,1.6,8,949,161,5.894409937888199,5,32.2,1.5636363636363637,10.363636363636363,0.4887640449438202,15,26,11,8,0,8,22,0,31,3,0,14,3,17,3,0,17,0,2,3.0,5.2,2.2,1.6,0.0,1.6,4.4,0.0,6.2,0.6,0.0,2.8,0.6,2.6,0.6,0.0,3.4,0.0,0.8
-3.2812948,-3.1396966,-3.1581059,-3.1776865,-3.3466024,-3.0446332,60.24,11.6,9.7,10.97,11.6,8.84,47,10.333333333333334,12.1,12.0,11,1.119047619047619,7,1.7,17,1061,173,6.132947976878612,10,17.3,1.5538461538461539,10.523076923076923,0.4950980392156863,17,28,4,10,0,5,24,0,31,1,3,6,22,33,5,0,19,0,2,1.55,2.55,0.36,0.91,0.0,0.45,2.18,0.0,2.73,0.09,0.27,0.55,2.09,2.36,0.45,0.0,1.73,0.0,0.82
-2.249479,-2.2261977,-2.1347363,-2.4329896,-2.7655156,-2.3370261,63.02,12.3,10.7,9.58,12.9,7.49,29,13.0,13.66,13.0,12,1.2373737373737375,10,0.8571428571428571,6,995,173,5.7514450867052025,7,24.714285714285715,1.6551724137931034,10.862068965517242,0.49740932642487046,18,26,14,10,0,3,27,0,38,3,4,4,6,22,3,1,20,0,0,2.25,3.25,1.75,1.25,0.0,0.38,3.38,0.0,4.75,0.38,0.5,0.5,0.75,1.88,0.38,0.12,2.5,0.0,0.75
-2.407357,-2.1598115,-1.9743364,-2.0836568,-2.272549,-2.0740263,60.28,13.0,11.7,9.64,14.2,8.27,40,21.0,14.79,15.0,14,1.2592592592592593,9,0.5714285714285714,4,1101,194,5.675257731958763,6,32.333333333333336,1.4411764705882353,9.235294117647058,0.46226415094339623,15,28,8,12,0,9,26,0,37,0,4,19,4,20,6,0,28,0,2,2.14,4.0,1.14,1.71,0.0,1.29,3.71,0.0,5.0,0.0,0.57,2.71,0.86,2.0,0.86,0.0,4.0,0.0,0.86
-1.5609385,-1.4346592,-1.3340765,-1.2840912,-2.0563128,-1.765305,83.86,6.9,4.7,8.45,7.3,6.04,20,4.5,6.24,7.0,6,0.8477366255144033,8,0.25,4,1058,179,5.910614525139665,19,9.421052631578947,1.5476190476190477,8.55952380952381,0.5504201680672269,7,16,5,5,0,13,29,0,51,1,0,9,8,60,4,0,32,0,4,0.44,1.0,0.31,0.31,0.0,0.81,1.81,0.0,3.25,0.06,0.0,0.56,0.5,3.44,0.25,0.0,1.94,0.0,0.5
-2.1462018,-2.0169065,-2.2718031,-2.1351306,-2.0563245,-2.330531,46.64,15.1,14.9,11.67,18.4,9.02,39,16.0,18.49,15.0,14,1.0558375634517767,8,0.8,4,999,164,6.091463414634147,5,32.8,1.7413793103448276,11.224137931034482,0.505,18,20,8,12,0,7,22,0,38,1,2,7,5,34,5,0,19,0,1,3.0,3.33,1.33,2.0,0.0,1.17,3.67,0.0,6.33,0.17,0.33,1.17,0.83,4.83,0.83,0.0,3.17,0.0,0.67
-1.3232325,-1.5198838,-1.6415875,-1.354304,-1.4411572,-1.5553985,50.06,13.2,11.5,10.97,12.3,8.67,48,8.142857142857142,13.28,12.0,11,1.096774193548387,8,0.6666666666666666,6,1142,190,6.010526315789473,9,21.11111111111111,1.6307692307692307,10.938461538461539,0.48623853211009177,24,21,18,11,0,14,24,0,35,0,1,16,4,27,5,0,18,0,0,2.4,2.1,1.8,1.1,0.0,1.4,2.4,0.0,3.5,0.0,0.1,1.6,0.4,1.8,0.5,0.0,1.8,0.0,0.8
-1.239788,-1.3210715,-1.2548329,-1.2359723,-1.2976273,-1.25153,52.36,13.0,14.8,10.63,18.7,8.29,26,19.333333333333332,17.02,19.0,18,1.1420118343195267,7,4.8,24,839,142,5.908450704225352,5,28.4,1.3389830508474576,8.457627118644067,0.4619883040935672,11,21,2,7,0,8,26,0,20,4,2,1,24,29,1,0,15,0,0,1.83,3.5,0.33,1.17,0.0,1.33,4.33,0.0,3.5,0.67,0.33,0.17,3.83,4.0,0.17,0.0,2.5,0.0,0.5
-0.8750202,-1.1322374,-0.8260491,-0.8687316,-0.9297742,-1.1004982,79.19,7.4,6.5,7.19,7.7,6.61,21,10.6,8.23,7.0,6,1.1477272727272727,7,1.0,9,846,156,5.423076923076923,9,17.333333333333332,1.4426229508196722,8.180327868852459,0.5028571428571429,4,19,4,2,0,8,28,0,35,2,2,11,9,20,4,0,29,0,1,0.4,1.9,0.4,0.2,0.0,0.8,2.8,0.0,3.5,0.2,0.2,1.1,0.9,1.1,0.4,0.0,2.9,0.0,0.8
-0.8083791,-1.0908159,-0.94842887,-1.0834032,-0.9535679,-0.9552322,57.74,11.9,12.7,9.82,15.5,7.49,27,11.2,14.29,10.0,9,1.2863849765258215,10,2.1666666666666665,13,1036,181,5.723756906077348,6,30.166666666666668,1.6349206349206349,10.063492063492063,0.49047619047619045,13,14,26,9,0,9,18,2,20,1,7,18,13,29,8,0,27,0,0,1.86,2.14,3.71,1.29,0.0,1.29,2.57,0.29,2.86,0.14,0.86,2.57,1.86,3.29,1.14,0.0,3.86,0.0,0.71
-1.6006899,-1.7574959,-1.6236095,-1.5294496,-1.4975033,-1.528144,44.37,15.7,13.7,12.02,15.7,7.66,32,17.75,14.96,16.0,15,1.6218905472636815,13,0.5714285714285714,4,1136,187,6.074866310160428,7,26.714285714285715,1.7241379310344827,12.275862068965518,0.49504950495049505,19,22,13,8,0,7,33,0,24,0,5,8,16,15,4,0,28,0,1,2.38,2.75,1.62,1.0,0.0,0.88,4.12,0.0,3.0,0.0,0.62,1.0,2.0,1.0,0.5,0.0,3.5,0.0,0.75
-2.2762434,-2.0908375,-2.266108,-2.2496083,-2.2773314,-1.9398983,49.32,12.2,15.9,9.99,19.7,8.52,29,19.333333333333332,17.48,20.0,19,1.2738095238095237,9,2.4,12,877,154,5.694805194805195,5,30.8,1.4745762711864407,9.203389830508474,0.5117647058823529,12,23,8,8,0,11,16,0,28,0,5,5,15,16,3,0,20,0,0,2.0,3.83,1.33,1.33,0.0,1.83,2.67,0.0,4.67,0.0,0.83,0.83,2.5,1.83,0.5,0.0,3.33,0.0,0.5
-2.603593,-2.3680415,-2.055698,-2.529209,-2.4187727,-2.1877449,71.85,11.0,7.3,8.0,7.7,7.52,38,6.5,11.03,8.0,7,1.1801801801801801,9,0.25,3,1078,195,5.528205128205128,12,16.25,1.352112676056338,8.352112676056338,0.4343891402714932,19,22,8,17,0,4,33,0,40,2,7,16,1,25,2,0,25,0,3,1.58,1.83,0.58,1.42,0.0,0.33,2.75,0.0,3.33,0.17,0.58,1.33,0.08,1.33,0.17,0.0,2.17,0.0,0.83
-1.7145513,-1.5593729,-1.5640281,-1.3749094,-1.7900381,-1.6475863,65.66,11.5,9.7,8.88,11.1,7.48,31,10.833333333333334,12.31,12.0,11,1.2663316582914572,11,0.2222222222222222,2,998,179,5.575418994413408,10,17.9,1.4193548387096775,8.596774193548388,0.44,11,20,7,16,0,6,29,0,33,1,3,16,5,21,6,0,26,0,2,1.1,2.0,0.7,1.6,0.0,0.6,2.9,0.0,3.3,0.1,0.3,1.6,0.5,1.2,0.6,0.0,2.6,0.0,0.8
-1.3451228,-1.2862933,-1.0717535,-1.3650758,-1.2398713,-1.0096402,64.38,11.5,12.2,9.3,15.9,7.53,28,13.75,14.88,12.0,11,1.1961722488038278,9,0.3333333333333333,2,1067,191,5.5863874345549736,6,31.833333333333332,1.6129032258064515,9.838709677419354,0.4854368932038835,15,23,14,9,0,8,26,0,35,0,5,18,2,17,7,0,31,0,1,2.14,3.43,1.86,1.29,0.0,1.14,3.71,0.0,5.0,0.0,0.71,2.57,0.29,1.57,1.0,0.0,4.43,0.0,0.71
-1.8575581,-1.6181955,-1.6044523,-1.4885833,-1.5450603,-1.8137934,67.28,12.7,9.0,10.79,12.0,8.05,40,12.4,13.45,9.0,8,1.1730769230769231,9,2.5555555555555554,23,1114,187,5.957219251336898,9,20.77777777777778,1.619718309859155,10.366197183098592,0.5502392344497608,20,24,7,13,0,10,28,0,47,4,1,0,17,21,5,0,12,0,0,2.0,2.4,0.7,1.3,0.0,1.0,2.8,0.0,4.8,0.4,0.1,0.0,1.6,1.2,0.5,0.0,1.2,0.0,0.8
-3.3605669,-2.9159591,-3.3046336,-3.0127697,-3.2346358,-3.1680987,45.8,15.2,13.2,12.48,15.5,10.09,50,17.75,15.91,16.0,15,1.6091954022988506,16,2.6666666666666665,16,950,150,6.333333333333333,8,18.75,1.8113207547169812,12.849056603773585,0.5485714285714286,16,24,5,4,0,4,27,0,35,6,1,1,18,24,0,0,10,0,0,1.78,2.67,0.56,0.44,0.0,0.44,3.0,0.0,3.89,0.67,0.11,0.11,2.0,2.0,0.0,0.0,1.11,0.0,0.56
-2.1578512,-2.3156576,-2.4619062,-2.087475,-2.1484938,-2.030774,76.66,10.1,7.5,8.99,10.1,7.11,25,11.4,10.73,11.0,10,1.4204545454545454,9,1.75,14,892,157,5.681528662420382,10,15.7,1.5714285714285714,9.535714285714286,0.5116279069767442,13,24,5,10,0,8,25,0,26,3,2,7,17,14,1,0,18,0,1,1.18,2.18,0.45,0.91,0.0,0.73,2.27,0.0,2.36,0.27,0.18,0.73,1.55,0.73,0.09,0.0,1.64,0.0,0.73
-1.9672859,-2.0290265,-1.8848313,-2.1555321,-2.0992804,-1.9892957,66.17,10.4,9.5,9.34,11.3,7.52,31,14.75,11.5,10.0,9,1.251231527093596,9,1.0,8,1006,175,5.748571428571428,8,21.875,1.4027777777777777,8.708333333333334,0.4950980392156863,14,28,5,8,0,5,30,0,42,1,4,8,4,29,0,0,26,0,2,1.56,3.11,0.56,0.89,0.0,0.56,3.33,0.0,4.67,0.11,0.44,0.89,0.44,2.33,0.0,0.0,2.89,0.0,0.78
-2.2801723,-2.4012992,-2.2277894,-2.3249044,-1.9961149,-2.2610543,59.57,14.1,12.0,8.36,13.6,7.5,31,16.0,15.58,16.0,15,2.256880733944954,22,1.4,7,1086,199,5.457286432160804,7,28.428571428571427,1.3088235294117647,8.720588235294118,0.413953488372093,11,31,12,12,0,9,38,0,41,1,5,10,4,18,7,0,20,0,3,1.25,3.88,1.5,1.5,0.0,1.12,4.75,0.0,5.25,0.12,0.62,1.25,0.5,1.38,0.88,0.0,2.5,0.0,0.75
-2.358512,-1.9562671,-1.9855924,-1.9225497,-1.2664039,-2.1845927,56.93,12.3,13.0,7.15,13.6,7.42,22,29.5,14.98,13.0,12,1.5146198830409356,12,0.4,2,806,155,5.2,5,31.0,1.3773584905660377,8.11320754716981,0.4294117647058823,13,20,11,10,0,7,33,0,28,0,6,8,2,15,7,0,12,0,1,2.17,3.33,1.83,1.67,0.0,1.17,5.5,0.0,4.67,0.0,1.0,1.33,0.33,1.67,1.17,0.0,2.0,0.0,0.67
-1.3330173,-1.4958286,-1.5826055,-1.5790203,-2.224633,-1.5506997,53.68,12.3,14.3,10.22,17.7,7.73,26,15.25,16.25,15.0,14,1.3563829787234043,11,3.4,17,982,171,5.742690058479532,5,34.2,1.4761904761904763,9.555555555555555,0.49206349206349204,15,22,9,12,0,12,22,0,31,0,2,12,14,18,6,0,14,0,2,2.5,3.67,1.5,2.0,0.0,2.0,3.67,0.0,5.17,0.0,0.33,2.0,2.33,2.17,1.0,0.0,2.33,0.0,0.67
-1.2209356,-1.1944968,-1.3715177,-1.1986055,-1.1912972,-1.3410212,48.06,13.3,14.4,10.8,16.7,7.91,27,20.666666666666668,15.36,11.0,10,1.5813953488372092,14,2.8,14,914,157,5.821656050955414,5,31.4,1.4727272727272727,9.745454545454546,0.47368421052631576,10,22,4,7,0,4,27,0,24,1,5,11,14,15,4,0,25,0,0,1.67,3.67,0.67,1.17,0.0,0.67,4.5,0.0,4.0,0.17,0.83,1.83,2.33,1.67,0.67,0.0,4.17,0.0,0.67
-1.759279,-1.6987784,-1.575628,-1.8799351,-1.7108446,-1.6984234,59.47,9.7,12.0,9.64,14.6,7.73,29,11.0,13.04,10.0,9,1.1443298969072164,9,2.8333333333333335,17,978,171,5.719298245614035,6,28.5,1.4754098360655739,9.114754098360656,0.4639175257731959,13,21,8,7,0,7,28,0,29,1,3,20,9,23,5,0,20,0,1,2.17,3.5,1.33,1.17,0.0,1.17,4.67,0.0,4.83,0.17,0.5,3.33,1.5,3.0,0.83,0.0,3.33,0.0,0.83
-1.3919873,-1.5949636,-1.4303035,-1.3585304,-1.3327683,-1.4744986,67.89,11.9,8.8,8.12,9.6,7.59,34,10.333333333333334,11.16,9.0,8,1.2300469483568075,8,1.1111111111111112,10,1010,181,5.580110497237569,9,20.11111111111111,1.4090909090909092,8.590909090909092,0.44075829383886256,10,28,8,13,0,6,23,1,29,3,6,14,14,30,9,0,19,0,1,1.0,2.8,0.8,1.3,0.0,0.6,2.3,0.1,2.9,0.3,0.6,1.4,1.4,2.2,0.9,0.0,1.9,0.0,0.8
-2.6462379,-2.2902744,-2.3332138,-2.0135455,-2.4061372,-2.3557453,43.97,15.3,13.9,11.2,15.3,8.55,43,17.0,16.1,16.0,15,1.7476635514018692,11,0.14285714285714285,1,1136,188,6.042553191489362,7,26.857142857142858,1.3768115942028984,9.710144927536232,0.45023696682464454,10,25,13,12,0,8,26,0,38,0,7,14,2,23,7,0,30,0,2,1.25,3.12,1.62,1.5,0.0,1.0,3.25,0.0,4.75,0.0,0.88,1.75,0.25,2.0,0.88,0.0,3.75,0.0,0.75
-1.8737372,-1.9913388,-1.8038329,-1.5758915,-1.7281195,-1.568872,49.83,12.0,15.8,9.47,18.9,8.26,33,19.666666666666668,17.73,16.0,15,1.285024154589372,9,0.2,1,1063,190,5.594736842105263,5,38.0,1.3285714285714285,8.442857142857143,0.44711538461538464,11,21,18,7,0,14,23,0,35,1,8,16,0,18,2,0,34,0,1,1.83,3.5,3.0,1.17,0.0,2.33,3.83,0.0,5.83,0.17,1.33,2.67,0.0,2.17,0.33,0.0,5.67,0.0,0.67
-2.4085805,-2.1190686,-1.8753632,-2.305989,-1.9807132,-2.0633945,56.49,13.3,11.1,10.91,13.0,8.1,34,11.0,13.19,11.0,10,1.329479768786127,8,0.5714285714285714,4,953,162,5.882716049382716,7,23.142857142857142,1.3728813559322033,9.661016949152541,0.46551724137931033,11,21,9,22,0,6,20,0,34,0,5,4,4,12,4,0,22,0,1,1.38,2.62,1.12,2.75,0.0,0.75,2.5,0.0,4.25,0.0,0.62,0.5,0.5,0.62,0.5,0.0,2.75,0.0,0.75
-1.7852969,-1.6485786,-1.5962206,-1.770668,-1.5276998,-1.550551,56.18,12.6,11.2,11.2,13.4,7.67,34,15.5,13.21,13.0,12,1.077294685990338,7,2.25,18,1114,187,5.957219251336898,8,23.375,1.378787878787879,9.409090909090908,0.441747572815534,11,24,10,12,0,9,33,0,32,1,7,9,18,19,4,0,19,0,1,1.22,2.67,1.11,1.33,0.0,1.0,3.67,0.0,3.56,0.11,0.78,1.0,2.0,1.22,0.44,0.0,2.11,0.0,0.78
-1.096741,-1.3810599,-0.89300907,-1.2446588,-1.0076698,-1.2005252,54.26,13.3,12.0,9.35,12.8,7.49,25,11.8,14.33,12.0,11,1.5246913580246915,10,0.3333333333333333,2,851,151,5.635761589403973,6,25.166666666666668,1.4565217391304348,10.130434782608695,0.4161490683229814,12,23,6,9,0,5,24,0,29,0,4,12,4,11,6,0,18,0,0,1.71,3.29,0.86,1.29,0.0,0.71,3.43,0.0,4.14,0.0,0.57,1.71,0.57,0.71,0.86,0.0,2.57,0.0,0.71
-1.9668126,-1.7078295,-1.6476339,-1.9092101,-0.9381373,-1.6554527,-3.47,0.0,36.2,7.86,43.3,10.13,23,27.5,38.41,0.0,-1,1.425,12,0.5,1,946,181,5.226519337016574,2,90.5,1.280701754385965,8.035087719298245,0.36683417085427134,7,24,2,13,0,6,34,0,37,0,8,23,1,19,4,0,23,0,1,2.33,8.0,0.67,4.33,0.0,2.0,11.33,0.0,12.33,0.0,2.67,7.67,0.33,5.67,1.33,0.0,7.67,0.0,0.33
-3.123239,-2.9832447,-2.6154795,-2.8335056,-3.2967522,-3.034401,54.26,14.3,12.0,10.68,13.9,8.46,40,15.75,15.09,14.0,13,1.9378238341968912,15,0.14285714285714285,1,1036,176,5.886363636363637,7,25.142857142857142,1.4375,9.921875,0.4791666666666667,11,31,8,8,0,7,31,0,38,2,3,10,3,15,9,0,18,0,3,1.38,3.88,1.0,1.0,0.0,0.88,3.88,0.0,4.75,0.25,0.38,1.25,0.38,1.0,1.12,0.0,2.25,0.0,0.75
-1.8036451,-1.7752646,-1.9361744,-1.8761505,-1.9626796,-2.022939,74.79,9.1,6.2,7.47,6.4,7.31,28,7.0,8.08,7.0,6,1.5149700598802396,12,0.9,9,808,145,5.572413793103448,12,12.083333333333334,1.6415094339622642,9.660377358490566,0.5304878048780488,5,19,6,4,0,2,32,0,29,1,3,13,12,20,1,0,19,0,1,0.38,1.46,0.46,0.31,0.0,0.15,2.46,0.0,2.31,0.08,0.23,1.0,0.92,0.77,0.08,0.0,1.46,0.0,0.77
-2.1869876,-2.0722039,-1.815392,-2.2168064,-2.0405421,-1.876898,71.44,11.2,7.4,8.47,8.5,6.61,25,10.5,9.72,7.0,6,1.4554455445544554,12,1.0909090909090908,12,1029,182,5.653846153846154,11,16.545454545454547,1.796875,10.75,0.572139303482587,19,23,8,9,0,1,29,0,35,4,2,13,10,20,6,0,24,0,1,1.58,1.83,0.75,0.75,0.0,0.08,2.42,0.0,2.92,0.33,0.17,1.08,0.83,0.75,0.5,0.0,2.0,0.0,0.83
-2.1259239,-2.505713,-2.3451698,-2.1841686,-2.2271912,-2.2842774,52.6,13.2,10.5,12.3,12.2,8.8,50,13.8,12.82,13.0,12,1.4101382488479262,9,2.6,26,1165,186,6.263440860215054,12,15.5,1.671641791044776,11.597014925373134,0.5209302325581395,18,20,7,12,0,7,29,0,31,2,4,4,33,28,2,0,18,0,2,1.31,1.54,0.54,0.92,0.0,0.54,2.23,0.0,2.38,0.15,0.31,0.31,2.62,1.46,0.15,0.0,1.38,0.0,0.85
-1.7990128,-1.6154491,-1.4542947,-1.7478714,-1.5593584,-1.6634629,59.94,12.2,9.8,10.79,11.6,7.82,40,11.8,11.53,12.0,11,1.2109704641350212,9,1.4545454545454546,16,1186,194,6.11340206185567,12,16.166666666666668,1.5789473684210527,10.407894736842104,0.5238095238095238,14,23,11,8,0,9,18,1,33,2,10,13,21,40,5,0,31,0,1,1.08,1.77,0.85,0.62,0.0,0.69,1.38,0.08,2.46,0.15,0.77,1.0,1.69,2.15,0.38,0.0,2.38,0.0,0.77
-1.8435744,-1.8262902,-2.045785,-1.4337363,-1.8187737,-1.8790958,81.22,8.6,5.8,4.7,4.9,5.85,17,5.0,7.67,5.0,4,0.9212962962962963,7,1.25,10,929,177,5.248587570621469,20,8.85,1.4090909090909092,7.696969696969697,0.45365853658536587,9,19,10,10,0,17,29,0,36,4,5,11,13,27,3,0,14,0,1,0.43,0.9,0.48,0.48,0.0,0.81,1.43,0.0,2.05,0.19,0.24,0.52,0.57,0.9,0.14,0.0,0.67,0.0,0.48
-1.8500555,-1.5705931,-1.5437241,-1.7667569,-2.1648836,-1.5702982,75.81,9.2,5.8,8.22,6.6,5.98,19,6.5,5.88,6.0,5,0.9842931937172775,5,1.5,21,983,174,5.649425287356322,14,12.428571428571429,1.4328358208955223,8.388059701492537,0.5,11,21,8,13,0,2,29,0,31,0,4,9,19,18,6,0,21,0,0,0.71,1.5,0.57,0.93,0.0,0.14,2.07,0.0,2.14,0.0,0.29,0.64,1.5,0.36,0.43,0.0,1.5,0.0,0.86
-0.7911697,-1.0009605,-0.60696554,-0.5138519,-0.6334313,-0.45040086,57.68,12.7,14.8,7.03,17.9,7.35,22,19.0,17.93,18.0,17,1.097457627118644,10,1.8333333333333333,11,1027,192,5.348958333333333,13,14.76923076923077,1.6805555555555556,8.75,0.5147679324894515,9,18,14,15,0,5,20,0,26,2,7,29,15,43,3,0,31,0,4,0.69,1.38,1.08,1.15,0.0,0.38,1.54,0.0,2.0,0.15,0.54,2.23,1.15,2.38,0.23,0.0,2.38,0.0,0.85
-1.0145978,-0.7925073,-0.831489,-0.8302809,-0.9346892,-0.78208137,88.16,6.6,5.2,4.87,5.5,5.92,17,7.833333333333334,7.19,6.0,5,1.266990291262136,10,0.7272727272727273,8,921,185,4.978378378378379,11,16.818181818181817,1.46875,7.875,0.46766169154228854,11,22,10,12,0,6,34,0,37,1,1,22,5,19,6,0,21,0,1,0.92,1.83,0.83,1.0,0.0,0.5,2.83,0.0,3.08,0.08,0.08,1.83,0.42,0.67,0.5,0.0,1.75,0.0,0.83
-0.24329175,-0.62298864,-0.58001614,-0.49615443,-0.71824205,-0.40494806,75.71,9.7,5.8,6.66,5.3,6.6,24,6.625,7.47,7.0,6,1.1612903225806452,11,0.46153846153846156,6,877,161,5.447204968944099,13,12.384615384615385,1.5081967213114753,8.934426229508198,0.5,12,15,9,15,0,4,29,1,38,2,7,5,1,24,3,0,21,0,0,0.92,1.15,0.69,1.15,0.0,0.31,2.23,0.08,2.92,0.15,0.54,0.38,0.08,0.92,0.23,0.0,1.62,0.0,0.92
-2.4288495,-2.4914694,-2.150726,-2.570027,-2.362917,-2.3472693,59.84,11.0,9.8,10.04,11.1,8.29,46,11.2,11.35,11.0,10,1.2666666666666666,9,2.3,23,1157,198,5.843434343434343,10,19.8,1.5,9.743243243243244,0.49333333333333335,19,29,6,16,0,6,26,0,33,0,10,9,21,22,4,0,24,0,1,1.9,2.9,0.6,1.6,0.0,0.6,2.6,0.0,3.3,0.0,1.0,0.9,2.1,1.3,0.4,0.0,2.4,0.0,0.9
-0.8217427,-0.752428,-0.80052257,-0.47990912,0.2533404,-0.6162869,85.93,5.7,6.0,7.02,8.1,6.24,20,10.2,7.85,6.0,5,1.3761467889908257,11,0.7,7,1014,191,5.30890052356021,10,19.1,1.4852941176470589,8.176470588235293,0.4697674418604651,13,20,16,15,0,9,31,0,41,2,8,12,1,24,1,0,26,0,0,1.18,1.82,1.45,1.36,0.0,0.82,2.82,0.0,3.73,0.18,0.73,1.09,0.09,1.27,0.09,0.0,2.36,0.0,0.82
-1.485655,-1.3033937,-1.2383324,-1.1798271,-1.4749703,-1.1464741,75.24,10.0,8.1,7.78,9.9,5.93,15,11.0,10.19,10.0,9,0.9482758620689655,10,0.7777777777777778,7,1054,189,5.576719576719577,9,21.0,1.75,10.516666666666667,0.47085201793721976,23,18,18,13,0,9,23,0,37,4,5,21,2,37,4,0,19,0,0,2.56,2.0,2.0,1.44,0.0,1.0,2.56,0.0,4.11,0.44,0.56,2.33,0.22,3.22,0.44,0.0,2.11,0.0,0.78
-1.5272163,-1.3929585,-1.4584672,-1.3494831,-1.3128293,-1.3677104,65.05,10.6,9.9,9.0,11.4,7.62,29,8.333333333333334,11.44,8.0,7,1.4219653179190752,13,0.8571428571428571,6,894,161,5.552795031055901,7,23.0,1.3859649122807018,8.789473684210526,0.4540229885057471,10,23,4,12,0,6,23,0,28,0,8,12,5,13,4,0,26,0,1,1.25,2.88,0.5,1.5,0.0,0.75,2.88,0.0,3.5,0.0,1.0,1.5,0.62,0.75,0.5,0.0,3.25,0.0,0.75
-2.3777223,-1.9791272,-2.1021662,-2.2842324,-2.184008,-2.1037118,47.66,14.0,14.5,10.8,16.9,8.49,33,14.75,15.74,15.0,14,1.2758620689655173,8,2.8,14,927,158,5.867088607594937,5,31.6,1.4385964912280702,9.473684210526315,0.47398843930635837,10,17,8,7,0,8,26,0,26,2,7,4,15,16,6,0,23,0,1,1.67,2.83,1.33,1.17,0.0,1.33,4.33,0.0,4.33,0.33,1.17,0.67,2.5,1.83,1.0,0.0,3.83,0.0,0.67
-0.43279898,-0.9106199,-0.7757095,-0.6569251,-0.742139,-0.361944,81.16,7.6,7.9,6.04,9.3,6.15,16,10.6,9.94,8.0,7,1.3140096618357489,8,1.75,14,956,189,5.058201058201059,8,23.625,1.5245901639344261,8.524590163934427,0.4603960396039604,8,35,10,7,0,8,29,0,38,8,3,15,1,16,2,0,28,0,0,0.89,3.89,1.11,0.78,0.0,0.89,3.22,0.0,4.22,0.89,0.33,1.67,0.11,0.89,0.22,0.0,3.11,0.0,0.78
-0.9313634,-0.9481351,-0.7604185,-0.93364924,-0.8296086,-0.7063127,62.21,12.5,11.0,10.28,13.9,8.38,34,15.25,14.19,11.0,10,1.4736842105263157,12,1.1666666666666667,7,899,154,5.837662337662338,6,25.666666666666668,1.62,10.74,0.47928994082840237,23,20,8,11,0,5,28,0,30,2,2,10,5,15,1,0,12,0,1,3.29,2.86,1.14,1.57,0.0,0.71,4.0,0.0,4.29,0.29,0.29,1.43,0.71,1.29,0.14,0.0,1.71,0.0,0.71
